timestamp,weather,tem,weekday,dor,teab,cnt
2023/4/19 23:30,1,21,1,3,10,13
2023/4/19 23:40,1,21,1,1,11,12
2023/4/19 23:50,1,21,1,3,5,8
2023/4/20 0:00,1,21,1,5,1,6
2023/4/20 0:10,1,21,1,3,1,4
2023/4/20 0:20,1,21,1,2,1,3
2023/4/20 0:30,1,21,1,1,1,2
2023/4/20 0:40,1,21,1,4,3,7
2023/4/20 0:50,1,21,1,0,0,0
2023/4/20 1:00,1,21,1,1,3,4
2023/4/20 1:10,1,21,1,3,1,4
2023/4/20 1:20,1,21,1,1,2,3
2023/4/20 1:30,1,21,1,2,1,3
2023/4/20 1:40,1,21,1,2,0,2
2023/4/20 1:50,1,21,1,2,0,2
2023/4/20 2:00,1,21,1,2,0,2
2023/4/20 2:10,1,21,1,3,1,4
2023/4/20 2:20,1,21,1,0,0,0
2023/4/20 2:30,1,21,1,2,3,5
2023/4/20 2:40,1,21,1,2,3,5
2023/4/20 2:50,1,20,1,3,0,3
2023/4/20 3:00,1,20,1,2,0,2
2023/4/20 3:10,1,20,1,0,3,3
2023/4/20 3:20,1,20,1,0,0,0
2023/4/20 3:30,1,20,1,2,1,3
2023/4/20 3:40,1,20,1,2,1,3
2023/4/20 3:50,1,20,1,1,1,2
2023/4/20 4:00,1,20,1,3,1,4
2023/4/20 4:10,1,20,1,3,2,5
2023/4/20 4:20,1,20,1,2,3,5
2023/4/20 4:30,1,20,1,2,0,2
2023/4/20 4:40,1,20,1,3,2,5
2023/4/20 4:50,1,20,1,3,0,3
2023/4/20 5:00,1,21,1,2,1,3
2023/4/20 5:10,1,21,1,3,2,5
2023/4/20 5:20,1,21,1,1,3,4
2023/4/20 5:30,1,21,1,1,0,1
2023/4/20 5:40,1,21,1,1,0,1
2023/4/20 5:50,1,21,1,3,2,5
2023/4/20 6:00,1,21,1,5,5,10
2023/4/20 6:10,1,21,1,2,4,6
2023/4/20 6:20,1,21,1,8,4,12
2023/4/20 6:30,1,21,1,4,4,8
2023/4/20 6:40,1,21,1,10,3,13
2023/4/20 6:50,1,21,1,46,3,49
2023/4/20 7:00,1,21,1,63,3,66
2023/4/20 7:10,1,22,1,111,1,112
2023/4/20 7:20,1,22,1,112,3,115
2023/4/20 7:30,1,22,1,365,0,365
2023/4/20 7:40,1,22,1,627,6,633
2023/4/20 7:50,1,22,1,674,4,678
2023/4/20 8:00,1,22,1,360,5,365
2023/4/20 8:10,1,23,1,152,9,161
2023/4/20 8:20,1,23,1,112,9,121
2023/4/20 8:30,1,23,1,80,13,93
2023/4/20 8:40,1,23,1,68,15,83
2023/4/20 8:50,1,23,1,81,15,96
2023/4/20 9:00,1,23,1,68,12,80
2023/4/20 9:10,1,24,1,90,16,106
2023/4/20 9:20,1,24,1,152,33,185
2023/4/20 9:30,1,24,1,182,35,217
2023/4/20 9:40,1,24,1,260,146,406
2023/4/20 9:50,1,24,1,214,208,422
2023/4/20 10:00,1,24,1,153,172,325
2023/4/20 10:10,1,25,1,77,100,177
2023/4/20 10:20,1,25,1,66,77,143
2023/4/20 10:30,1,25,1,59,43,102
2023/4/20 10:40,1,25,1,63,54,117
2023/4/20 10:50,1,25,1,73,43,116
2023/4/20 11:00,1,25,1,77,42,119
2023/4/20 11:10,1,25,1,70,46,116
2023/4/20 11:20,1,25,1,53,51,104
2023/4/20 11:30,1,26,1,58,84,142
2023/4/20 11:40,1,26,1,87,210,297
2023/4/20 11:50,1,26,1,64,328,392
2023/4/20 12:00,1,26,1,49,318,367
2023/4/20 12:10,1,26,1,47,154,201
2023/4/20 12:20,1,26,1,53,126,179
2023/4/20 12:30,1,27,1,76,72,148
2023/4/20 12:40,1,27,1,61,69,130
2023/4/20 12:50,1,27,1,64,46,110
2023/4/20 13:00,1,28,1,61,25,86
2023/4/20 13:10,1,28,1,75,40,115
2023/4/20 13:20,1,28,1,76,26,102
2023/4/20 13:30,1,28,1,197,33,230
2023/4/20 13:40,1,28,1,245,37,282
2023/4/20 13:50,1,29,1,207,38,245
2023/4/20 14:00,1,29,1,111,32,143
2023/4/20 14:10,1,29,1,102,48,150
2023/4/20 14:20,1,29,1,97,46,143
2023/4/20 14:30,1,30,1,104,34,138
2023/4/20 14:40,1,30,1,70,52,122
2023/4/20 14:50,1,30,1,69,40,109
2023/4/20 15:00,1,30,1,80,49,129
2023/4/20 15:10,1,30,1,89,43,132
2023/4/20 15:20,1,31,1,84,37,121
2023/4/20 15:30,1,31,1,97,60,157
2023/4/20 15:40,1,31,1,136,195,331
2023/4/20 15:50,1,31,1,190,215,405
2023/4/20 16:00,1,31,1,106,143,249
2023/4/20 16:10,1,31,1,107,120,227
2023/4/20 16:20,1,31,1,81,74,155
2023/4/20 16:30,1,31,1,74,70,144
2023/4/20 16:40,1,31,1,61,66,127
2023/4/20 16:50,1,31,1,67,68,135
2023/4/20 17:00,1,31,1,77,58,135
2023/4/20 17:10,1,31,1,63,68,131
2023/4/20 17:20,1,31,1,81,61,142
2023/4/20 17:30,1,31,1,78,92,170
2023/4/20 17:40,1,31,1,76,304,380
2023/4/20 17:50,1,31,1,103,265,368
2023/4/20 18:00,1,31,1,103,249,352
2023/4/20 18:10,1,31,1,92,169,261
2023/4/20 18:20,1,31,1,107,81,188
2023/4/20 18:30,1,30,1,101,92,193
2023/4/20 18:40,1,30,1,182,88,270
2023/4/20 18:50,1,30,1,184,84,268
2023/4/20 19:00,1,30,1,117,55,172
2023/4/20 19:10,1,30,1,141,74,215
2023/4/20 19:20,1,29,1,93,65,158
2023/4/20 19:30,1,29,1,109,73,182
2023/4/20 19:40,1,29,1,89,51,140
2023/4/20 19:50,1,29,1,71,73,144
2023/4/20 20:00,1,29,1,77,73,150
2023/4/20 20:10,1,29,1,79,68,147
2023/4/20 20:20,1,28,1,82,78,160
2023/4/20 20:30,1,28,1,70,93,163
2023/4/20 20:40,1,28,1,77,199,276
2023/4/20 20:50,1,28,1,56,230,286
2023/4/20 21:00,1,27,1,50,142,192
2023/4/20 21:10,1,27,1,51,115,166
2023/4/20 21:20,1,27,1,37,93,130
2023/4/20 21:30,1,27,1,22,69,91
2023/4/20 21:40,1,26,1,19,62,81
2023/4/20 21:50,1,26,1,21,77,98
2023/4/20 22:00,1,25,1,15,94,109
2023/4/20 22:10,1,25,1,16,67,83
2023/4/20 22:20,1,24,1,13,49,62
2023/4/20 22:30,1,24,1,16,29,45
2023/4/20 22:40,1,24,1,12,18,30
2023/4/20 22:50,1,23,1,9,11,20
2023/4/20 23:00,1,23,1,13,11,24
2023/4/20 23:10,1,22,1,8,11,19
2023/4/20 23:20,1,22,1,6,12,18
2023/4/20 23:30,1,21,1,2,8,10
2023/4/20 23:40,1,21,1,2,12,14
2023/4/20 23:50,1,21,1,0,3,3
2023/4/21 0:00,1,21,1,5,2,7
2023/4/21 0:10,1,21,1,4,1,5
2023/4/21 0:20,1,21,1,5,3,8
2023/4/21 0:30,1,21,1,3,1,4
2023/4/21 0:40,1,21,1,4,2,6
2023/4/21 0:50,1,21,1,1,3,4
2023/4/21 1:00,1,21,1,1,0,1
2023/4/21 1:10,1,21,1,0,2,2
2023/4/21 1:20,1,21,1,1,1,2
2023/4/21 1:30,1,21,1,2,2,4
2023/4/21 1:40,1,21,1,0,3,3
2023/4/21 1:50,1,21,1,3,3,6
2023/4/21 2:00,1,21,1,3,0,3
2023/4/21 2:10,1,21,1,0,2,2
2023/4/21 2:20,1,21,1,1,1,2
2023/4/21 2:30,1,21,1,0,3,3
2023/4/21 2:40,1,21,1,1,2,3
2023/4/21 2:50,1,20,1,3,3,6
2023/4/21 3:00,1,20,1,0,2,2
2023/4/21 3:10,1,20,1,1,3,4
2023/4/21 3:20,1,20,1,0,2,2
2023/4/21 3:30,1,20,1,0,1,1
2023/4/21 3:40,1,20,1,3,2,5
2023/4/21 3:50,1,21,1,2,1,3
2023/4/21 4:00,1,21,1,1,3,4
2023/4/21 4:10,1,21,1,0,3,3
2023/4/21 4:20,1,21,1,1,0,1
2023/4/21 4:30,1,21,1,3,3,6
2023/4/21 4:40,1,21,1,1,3,4
2023/4/21 4:50,1,21,1,0,1,1
2023/4/21 5:00,1,21,1,2,2,4
2023/4/21 5:10,1,21,1,3,1,4
2023/4/21 5:20,1,22,1,3,1,4
2023/4/21 5:30,1,22,1,4,2,6
2023/4/21 5:40,1,22,1,2,2,4
2023/4/21 5:50,1,22,1,2,1,3
2023/4/21 6:00,1,22,1,4,2,6
2023/4/21 6:10,1,22,1,5,2,7
2023/4/21 6:20,1,22,1,6,4,10
2023/4/21 6:30,1,22,1,5,4,9
2023/4/21 6:40,1,22,1,11,3,14
2023/4/21 6:50,1,22,1,42,2,44
2023/4/21 7:00,1,23,1,59,3,62
2023/4/21 7:10,1,23,1,79,3,82
2023/4/21 7:20,1,23,1,107,1,108
2023/4/21 7:30,1,23,1,389,0,389
2023/4/21 7:40,1,23,1,656,2,658
2023/4/21 7:50,1,24,1,708,5,713
2023/4/21 8:00,1,24,1,246,7,253
2023/4/21 8:10,1,24,1,166,10,176
2023/4/21 8:20,1,24,1,84,10,94
2023/4/21 8:30,1,24,1,70,13,83
2023/4/21 8:40,1,24,1,89,14,103
2023/4/21 8:50,1,25,1,75,12,87
2023/4/21 9:00,1,25,1,68,17,85
2023/4/21 9:10,1,25,1,73,14,87
2023/4/21 9:20,1,25,1,159,23,182
2023/4/21 9:30,1,25,1,228,40,268
2023/4/21 9:40,1,26,1,220,136,356
2023/4/21 9:50,1,26,1,201,199,400
2023/4/21 10:00,1,26,1,141,126,267
2023/4/21 10:10,1,26,1,78,96,174
2023/4/21 10:20,1,26,1,66,85,151
2023/4/21 10:30,1,26,1,63,60,123
2023/4/21 10:40,1,26,1,68,39,107
2023/4/21 10:50,1,26,1,63,50,113
2023/4/21 11:00,1,27,1,58,48,106
2023/4/21 11:10,1,27,1,72,35,107
2023/4/21 11:20,1,27,1,72,52,124
2023/4/21 11:30,1,27,1,70,80,150
2023/4/21 11:40,1,27,1,89,196,285
2023/4/21 11:50,1,27,1,55,324,379
2023/4/21 12:00,1,27,1,71,243,314
2023/4/21 12:10,1,28,1,46,220,266
2023/4/21 12:20,1,28,1,50,118,168
2023/4/21 12:30,1,28,1,67,71,138
2023/4/21 12:40,1,28,1,48,70,118
2023/4/21 12:50,1,28,1,65,43,108
2023/4/21 13:00,1,28,1,71,29,100
2023/4/21 13:10,1,29,1,59,31,90
2023/4/21 13:20,1,29,1,87,36,123
2023/4/21 13:30,1,29,1,175,36,211
2023/4/21 13:40,1,29,1,247,41,288
2023/4/21 13:50,1,30,1,299,46,345
2023/4/21 14:00,1,30,1,144,26,170
2023/4/21 14:10,1,30,1,122,39,161
2023/4/21 14:20,1,30,1,101,35,136
2023/4/21 14:30,1,30,1,78,40,118
2023/4/21 14:40,1,30,1,65,41,106
2023/4/21 14:50,1,30,1,86,50,136
2023/4/21 15:00,1,31,1,63,49,112
2023/4/21 15:10,1,31,1,86,40,126
2023/4/21 15:20,1,31,1,80,45,125
2023/4/21 15:30,1,31,1,76,73,149
2023/4/21 15:40,1,31,1,141,164,305
2023/4/21 15:50,1,31,1,157,231,388
2023/4/21 16:00,1,31,1,124,125,249
2023/4/21 16:10,1,31,1,100,122,222
2023/4/21 16:20,1,31,1,84,68,152
2023/4/21 16:30,1,31,1,87,66,153
2023/4/21 16:40,1,31,1,77,58,135
2023/4/21 16:50,1,30,1,80,55,135
2023/4/21 17:00,1,30,1,64,48,112
2023/4/21 17:10,1,30,1,78,63,141
2023/4/21 17:20,1,30,1,65,46,111
2023/4/21 17:30,1,30,1,96,79,175
2023/4/21 17:40,1,30,1,95,264,359
2023/4/21 17:50,1,30,1,89,267,356
2023/4/21 18:00,1,30,1,97,237,334
2023/4/21 18:10,1,30,1,83,133,216
2023/4/21 18:20,1,30,1,81,83,164
2023/4/21 18:30,1,30,1,138,89,227
2023/4/21 18:40,1,29,1,202,70,272
2023/4/21 18:50,1,29,1,196,82,278
2023/4/21 19:00,1,29,1,115,70,185
2023/4/21 19:10,1,29,1,123,65,188
2023/4/21 19:20,1,28,1,94,50,144
2023/4/21 19:30,1,28,1,89,66,155
2023/4/21 19:40,1,28,1,75,61,136
2023/4/21 19:50,1,28,1,103,77,180
2023/4/21 20:00,1,27,1,97,58,155
2023/4/21 20:10,1,27,1,78,75,153
2023/4/21 20:20,1,27,1,82,54,136
2023/4/21 20:30,1,26,1,54,79,133
2023/4/21 20:40,1,26,1,60,191,251
2023/4/21 20:50,1,25,1,62,301,363
2023/4/21 21:00,1,25,1,53,172,225
2023/4/21 21:10,1,24,1,49,148,197
2023/4/21 21:20,1,23,1,26,97,123
2023/4/21 21:30,1,23,1,21,70,91
2023/4/21 21:40,1,23,1,20,63,83
2023/4/21 21:50,1,23,1,17,70,87
2023/4/21 22:00,1,23,1,13,74,87
2023/4/21 22:10,1,23,1,13,78,91
2023/4/21 22:20,1,22,1,17,56,73
2023/4/21 22:30,1,21,1,15,39,54
2023/4/21 22:40,1,21,1,13,22,35
2023/4/21 22:50,1,20,1,10,11,21
2023/4/21 23:00,1,19,1,10,10,20
2023/4/21 23:10,1,19,1,9,10,19
2023/4/21 23:20,1,18,1,7,11,18
2023/4/21 23:30,1,18,1,3,8,11
2023/4/21 23:40,1,17,1,3,8,11
2023/4/21 23:50,1,17,1,0,5,5
