mon,day,hour,min,weather,tem,weekday,dor,teab,cnt
2,17,18,30,1,31,1,108,83,191
2,17,18,40,1,31,1,157,75,232
2,17,18,50,1,31,1,177,69,246
2,17,19,0,1,30,1,130,64,194
2,17,19,10,1,30,1,120,63,183
2,17,19,20,1,30,1,109,54,163
2,17,19,30,1,30,1,82,68,150
2,17,19,40,1,30,1,79,53,132
2,17,19,50,1,30,1,84,56,140
2,17,20,0,1,29,1,85,61,146
2,17,20,10,1,29,1,71,67,138
2,17,20,20,1,29,1,83,61,144
2,17,20,30,1,29,1,65,94,159
2,17,20,40,1,29,1,69,178,247
2,17,20,50,1,29,1,60,224,284
2,17,21,0,1,28,1,48,166,214
2,17,21,10,1,28,1,57,129,186
2,17,21,20,1,28,1,32,110,142
2,17,21,30,1,28,1,21,78,99
2,17,21,40,1,28,1,20,76,96
2,17,21,50,1,28,1,16,86,102
2,17,22,0,1,27,1,16,95,111
2,17,22,10,1,27,1,16,65,81
2,17,22,20,1,27,1,18,47,65
2,17,22,30,1,27,1,13,39,52
2,17,22,40,1,27,1,10,21,31
2,17,22,50,1,27,1,11,15,26
2,17,23,0,1,26,1,9,10,19
2,17,23,10,1,26,1,6,11,17
2,17,23,20,1,26,1,4,9,13
2,17,23,30,1,26,1,3,10,13
2,17,23,40,1,26,1,1,9,10
2,17,23,50,1,26,1,0,6,6
2,18,0,0,1,20,0,2,2,4
2,18,0,10,1,20,0,1,2,3
2,18,0,20,1,20,0,0,1,1
2,18,0,30,1,20,0,1,0,1
2,18,0,40,1,20,0,0,2,2
2,18,0,50,1,20,0,0,2,2
2,18,1,0,1,19,0,2,1,3
2,18,1,10,1,19,0,0,1,1
2,18,1,20,1,19,0,2,1,3
2,18,1,30,1,19,0,0,2,2
2,18,1,40,1,19,0,0,0,0
2,18,1,50,1,19,0,1,1,2
2,18,2,0,1,18,0,1,0,1
2,18,2,10,1,18,0,0,0,0
2,18,2,20,1,18,0,0,0,0
2,18,2,30,1,18,0,1,0,1
2,18,2,40,1,18,0,1,0,1
2,18,2,50,1,18,0,0,1,1
2,18,3,0,1,18,0,1,1,2
2,18,3,10,1,18,0,2,2,4
2,18,3,20,1,18,0,1,1,2
2,18,3,30,1,18,0,2,0,2
2,18,3,40,1,18,0,1,1,2
2,18,3,50,1,18,0,0,1,1
2,18,4,0,1,18,0,2,1,3
2,18,4,10,1,18,0,2,0,2
2,18,4,20,1,18,0,2,2,4
2,18,4,30,1,18,0,1,2,3
2,18,4,40,1,18,0,0,2,2
2,18,4,50,1,18,0,2,2,4
2,18,5,0,1,19,0,1,2,3
2,18,5,10,1,19,0,0,0,0
2,18,5,20,1,19,0,3,1,4
2,18,5,30,1,19,0,0,2,2
2,18,5,40,1,19,0,3,0,3
2,18,5,50,1,19,0,3,1,4
2,18,6,0,1,19,0,5,2,7
2,18,6,10,1,19,0,6,0,6
2,18,6,20,1,19,0,6,0,6
2,18,6,30,1,19,0,9,2,11
2,18,6,40,1,19,0,12,2,14
2,18,6,50,1,19,0,10,4,14
2,18,7,0,1,19,0,14,1,15
2,18,7,10,1,19,0,20,2,22
2,18,7,20,1,20,0,45,1,46
2,18,7,30,1,20,0,56,3,59
2,18,7,40,1,20,0,52,4,56
2,18,7,50,1,20,0,61,3,64
2,18,8,0,1,20,0,39,5,44
2,18,8,10,1,20,0,35,3,38
2,18,8,20,1,20,0,33,0,33
2,18,8,30,1,21,0,32,3,35
2,18,8,40,1,21,0,26,3,29
2,18,8,50,1,21,0,32,5,37
2,18,9,0,1,21,0,27,4,31
2,18,9,10,1,21,0,29,4,33
2,18,9,20,1,21,0,33,5,38
2,18,9,30,1,21,0,38,12,50
2,18,9,40,1,21,0,38,18,56
2,18,9,50,1,21,0,35,11,46
2,18,10,0,1,21,0,36,16,52
2,18,10,10,1,21,0,23,9,32
2,18,10,20,1,21,0,20,11,31
2,18,10,30,1,22,0,21,14,35
2,18,10,40,1,22,0,20,14,34
2,18,10,50,1,23,0,19,15,34
2,18,11,0,1,24,0,17,17,34
2,18,11,10,1,24,0,19,16,35
2,18,11,20,1,24,0,13,21,34
2,18,11,30,1,25,0,13,24,37
2,18,11,40,1,25,0,10,25,35
2,18,11,50,1,25,0,10,32,42
2,18,12,0,1,26,0,9,37,46
2,18,12,10,1,26,0,12,26,38
2,18,12,20,1,26,0,12,25,37
2,18,12,30,1,26,0,13,26,39
2,18,12,40,1,27,0,12,36,48
2,18,12,50,1,27,0,8,24,32
2,18,13,0,1,27,0,11,20,31
2,18,13,10,1,28,0,10,19,29
2,18,13,20,1,28,0,14,15,29
2,18,13,30,1,28,0,17,15,32
2,18,13,40,1,29,0,26,16,42
2,18,13,50,1,29,0,25,20,45
2,18,14,0,1,30,0,20,17,37
2,18,14,10,1,30,0,15,20,35
2,18,14,20,1,30,0,18,13,31
2,18,14,30,1,31,0,13,16,29
2,18,14,40,1,31,0,17,15,32
2,18,14,50,1,31,0,19,15,34
2,18,15,0,1,31,0,23,13,36
2,18,15,10,1,31,0,21,13,34
2,18,15,20,1,31,0,24,15,39
2,18,15,30,1,31,0,26,16,42
2,18,15,40,1,31,0,24,21,45
2,18,15,50,1,31,0,27,17,44
2,18,16,0,1,31,0,22,17,39
2,18,16,10,1,31,0,23,17,40
2,18,16,20,1,31,0,24,14,38
2,18,16,30,1,31,0,29,13,42
2,18,16,40,1,31,0,31,10,41
2,18,16,50,1,31,0,30,14,44
2,18,17,0,1,31,0,34,18,52
2,18,17,10,1,31,0,29,18,47
2,18,17,20,1,30,0,41,20,61
2,18,17,30,1,30,0,31,21,52
2,18,17,40,1,30,0,35,28,63
2,18,17,50,1,29,0,42,32,74
2,18,18,0,1,29,0,46,35,81
2,18,18,10,1,29,0,46,28,74
2,18,18,20,1,29,0,42,24,66
2,18,18,30,1,29,0,44,28,72
2,18,18,40,1,28,0,41,24,65
2,18,18,50,1,28,0,37,26,63
2,18,19,0,1,28,0,29,20,49
2,18,19,10,1,27,0,26,18,44
2,18,19,20,1,27,0,21,19,40
2,18,19,30,1,26,0,20,17,37
2,18,19,40,1,26,0,23,17,40
2,18,19,50,1,25,0,22,19,41
2,18,20,0,1,24,0,20,23,43
2,18,20,10,1,24,0,15,23,38
2,18,20,20,1,24,0,17,23,40
2,18,20,30,1,24,0,14,27,41
2,18,20,40,1,24,0,18,31,49
2,18,20,50,1,24,0,14,34,48
2,18,21,0,1,24,0,13,39,52
2,18,21,10,1,24,0,13,28,41
2,18,21,20,1,24,0,11,27,38
2,18,21,30,1,24,0,8,26,34
2,18,21,40,1,24,0,9,43,52
2,18,21,50,1,23,0,7,40,47
2,18,22,0,1,23,0,7,39,46
2,18,22,10,1,23,0,3,28,31
2,18,22,20,1,23,0,4,30,34
2,18,22,30,1,23,0,3,17,20
2,18,22,40,1,23,0,3,12,15
2,18,22,50,1,23,0,4,8,12
2,18,23,0,1,22,0,2,7,9
2,18,23,10,1,22,0,3,6,9
2,18,23,20,1,22,0,0,3,3
2,18,23,30,1,22,0,2,0,2
2,18,23,40,1,22,0,2,2,4
2,18,23,50,1,22,0,2,1,3
2,19,0,0,1,20,0,2,2,4
2,19,0,10,1,20,0,2,1,3
2,19,0,20,1,20,0,2,2,4
2,19,0,30,1,20,0,0,2,2
2,19,0,40,1,20,0,1,1,2
2,19,0,50,1,20,0,1,0,1
2,19,1,0,1,19,0,1,0,1
2,19,1,10,1,19,0,1,0,1
2,19,1,20,1,19,0,1,1,2
2,19,1,30,1,19,0,2,2,4
2,19,1,40,1,19,0,1,0,1
2,19,1,50,1,19,0,0,1,1
2,19,2,0,1,18,0,2,2,4
2,19,2,10,1,18,0,0,2,2
2,19,2,20,1,18,0,2,2,4
2,19,2,30,1,18,0,0,1,1
2,19,2,40,1,18,0,2,0,2
2,19,2,50,1,18,0,2,0,2
2,19,3,0,1,18,0,1,2,3
2,19,3,10,1,18,0,1,2,3
2,19,3,20,1,18,0,0,1,1
2,19,3,30,1,18,0,1,1,2
2,19,3,40,1,18,0,2,1,3
2,19,3,50,1,18,0,2,2,4
2,19,4,0,1,18,0,1,1,2
2,19,4,10,1,18,0,2,2,4
2,19,4,20,1,18,0,2,0,2
2,19,4,30,1,18,0,0,0,0
2,19,4,40,1,18,0,0,1,1
2,19,4,50,1,18,0,1,0,1
2,19,5,0,1,19,0,1,1,2
2,19,5,10,1,19,0,0,0,0
2,19,5,20,1,19,0,2,0,2
2,19,5,30,1,19,0,0,1,1
2,19,5,40,1,19,0,1,0,1
2,19,5,50,1,19,0,4,2,6
2,19,6,0,1,19,0,4,2,6
2,19,6,10,1,19,0,9,2,11
2,19,6,20,1,19,0,5,0,5
2,19,6,30,1,19,0,10,2,12
2,19,6,40,1,19,0,13,1,14
2,19,6,50,1,19,0,10,3,13
2,19,7,0,1,19,0,15,1,16
2,19,7,10,1,19,0,18,2,20
2,19,7,20,1,20,0,43,2,45
2,19,7,30,1,20,0,53,5,58
2,19,7,40,1,20,0,60,3,63
2,19,7,50,1,20,0,59,3,62
2,19,8,0,1,20,0,40,4,44
2,19,8,10,1,20,0,44,4,48
2,19,8,20,1,20,0,35,2,37
2,19,8,30,1,21,0,34,1,35
2,19,8,40,1,21,0,27,5,32
2,19,8,50,1,21,0,29,4,33
2,19,9,0,1,21,0,32,2,34
2,19,9,10,1,21,0,29,4,33
2,19,9,20,1,21,0,35,8,43
2,19,9,30,1,21,0,36,12,48
2,19,9,40,1,21,0,36,17,53
2,19,9,50,1,21,0,43,11,54
2,19,10,0,1,21,0,30,15,45
2,19,10,10,1,21,0,26,9,35
2,19,10,20,1,21,0,19,11,30
2,19,10,30,1,22,0,23,14,37
2,19,10,40,1,22,0,23,14,37
2,19,10,50,1,23,0,19,16,35
2,19,11,0,1,24,0,14,19,33
2,19,11,10,1,24,0,18,15,33
2,19,11,20,1,24,0,12,21,33
2,19,11,30,1,25,0,17,24,41
2,19,11,40,1,25,0,13,24,37
2,19,11,50,1,25,0,14,34,48
2,19,12,0,1,26,0,10,29,39
2,19,12,10,1,26,0,16,28,44
2,19,12,20,1,26,0,14,28,42
2,19,12,30,1,26,0,14,32,46
2,19,12,40,1,27,0,14,32,46
2,19,12,50,1,27,0,8,25,33
2,19,13,0,1,27,0,9,20,29
2,19,13,10,1,28,0,10,17,27
2,19,13,20,1,28,0,15,17,32
2,19,13,30,1,28,0,17,15,32
2,19,13,40,1,29,0,27,20,47
2,19,13,50,1,29,0,26,22,48
2,19,14,0,1,30,0,21,21,42
2,19,14,10,1,30,0,20,23,43
2,19,14,20,1,30,0,16,13,29
2,19,14,30,1,31,0,17,19,36
2,19,14,40,1,31,0,18,12,30
2,19,14,50,1,31,0,15,13,28
2,19,15,0,1,31,0,21,9,30
2,19,15,10,1,31,0,25,13,38
2,19,15,20,1,31,0,21,15,36
2,19,15,30,1,31,0,26,17,43
2,19,15,40,1,31,0,22,16,38
2,19,15,50,1,31,0,26,17,43
2,19,16,0,1,31,0,25,13,38
2,19,16,10,1,31,0,21,14,35
2,19,16,20,1,31,0,23,13,36
2,19,16,30,1,31,0,30,13,43
2,19,16,40,1,31,0,27,11,38
2,19,16,50,1,31,0,30,15,45
2,19,17,0,1,31,0,39,16,55
2,19,17,10,1,31,0,29,22,51
2,19,17,20,1,30,0,35,23,58
2,19,17,30,1,30,0,32,23,55
2,19,17,40,1,30,0,31,34,65
2,19,17,50,1,29,0,32,34,66
2,19,18,0,1,29,0,53,35,88
2,19,18,10,1,29,0,46,33,79
2,19,18,20,1,29,0,46,30,76
2,19,18,30,1,29,0,40,31,71
2,19,18,40,1,28,0,42,22,64
2,19,18,50,1,28,0,40,29,69
2,19,19,0,1,28,0,32,22,54
2,19,19,10,1,27,0,28,21,49
2,19,19,20,1,27,0,25,19,44
2,19,19,30,1,26,0,22,17,39
2,19,19,40,1,26,0,27,19,46
2,19,19,50,1,25,0,22,15,37
2,19,20,0,1,24,0,25,20,45
2,19,20,10,1,24,0,17,22,39
2,19,20,20,1,24,0,14,22,36
2,19,20,30,1,24,0,15,32,47
2,19,20,40,1,24,0,15,27,42
2,19,20,50,1,24,0,13,30,43
2,19,21,0,1,24,0,11,34,45
2,19,21,10,1,24,0,13,26,39
2,19,21,20,1,24,0,13,24,37
2,19,21,30,1,24,0,9,20,29
2,19,21,40,1,24,0,7,35,42
2,19,21,50,1,23,0,7,38,45
2,19,22,0,1,23,0,4,32,36
2,19,22,10,1,23,0,3,31,34
2,19,22,20,1,23,0,3,27,30
2,19,22,30,1,23,0,3,20,23
2,19,22,40,1,23,0,3,10,13
2,19,22,50,1,23,0,4,11,15
2,19,23,0,1,22,0,3,6,9
2,19,23,10,1,22,0,2,6,8
2,19,23,20,1,22,0,2,2,4
2,19,23,30,1,22,0,2,2,4
2,19,23,40,1,22,0,2,2,4
2,19,23,50,1,22,0,1,2,3
2,20,0,0,1,21,1,5,1,6
2,20,0,10,1,21,1,2,0,2
2,20,0,20,1,21,1,2,1,3
2,20,0,30,1,21,1,2,1,3
2,20,0,40,1,21,1,2,2,4
2,20,0,50,1,21,1,2,2,4
2,20,1,0,1,21,1,0,2,2
2,20,1,10,1,21,1,2,0,2
2,20,1,20,1,21,1,2,1,3
2,20,1,30,1,21,1,0,0,0
2,20,1,40,1,21,1,2,1,3
2,20,1,50,1,21,1,0,0,0
2,20,2,0,1,21,1,0,0,0
2,20,2,10,1,21,1,1,0,1
2,20,2,20,1,21,1,2,0,2
2,20,2,30,1,21,1,0,0,0
2,20,2,40,1,21,1,2,2,4
2,20,2,50,1,20,1,2,0,2
2,20,3,0,1,20,1,2,1,3
2,20,3,10,1,20,1,1,1,2
2,20,3,20,1,20,1,0,1,1
2,20,3,30,1,20,1,0,0,0
2,20,3,40,1,20,1,2,2,4
2,20,3,50,1,20,1,2,0,2
2,20,4,0,1,20,1,0,2,2
2,20,4,10,1,20,1,1,2,3
2,20,4,20,1,20,1,0,2,2
2,20,4,30,1,20,1,2,1,3
2,20,4,40,1,21,1,0,1,1
2,20,4,50,1,21,1,1,2,3
2,20,5,0,1,21,1,2,1,3
2,20,5,10,1,21,1,1,2,3
2,20,5,20,1,21,1,2,1,3
2,20,5,30,1,21,1,1,2,3
2,20,5,40,1,21,1,0,1,1
2,20,5,50,1,22,1,5,2,7
2,20,6,0,1,22,1,4,4,8
2,20,6,10,1,22,1,4,3,7
2,20,6,20,1,22,1,7,1,8
2,20,6,30,1,22,1,7,4,11
2,20,6,40,1,22,1,12,2,14
2,20,6,50,1,22,1,33,1,34
2,20,7,0,1,22,1,54,3,57
2,20,7,10,1,23,1,89,1,90
2,20,7,20,1,23,1,117,1,118
2,20,7,30,1,23,1,280,1,281
2,20,7,40,1,23,1,557,5,562
2,20,7,50,1,23,1,552,3,555
2,20,8,0,1,23,1,259,7,266
2,20,8,10,1,23,1,136,8,144
2,20,8,20,1,23,1,85,8,93
2,20,8,30,1,24,1,79,15,94
2,20,8,40,1,24,1,73,16,89
2,20,8,50,1,24,1,82,14,96
2,20,9,0,1,24,1,91,17,108
2,20,9,10,1,24,1,92,20,112
2,20,9,20,1,24,1,142,28,170
2,20,9,30,1,24,1,233,39,272
2,20,9,40,1,24,1,247,114,361
2,20,9,50,1,24,1,182,174,356
2,20,10,0,1,24,1,132,150,282
2,20,10,10,1,25,1,79,108,187
2,20,10,20,1,25,1,80,80,160
2,20,10,30,1,25,1,60,53,113
2,20,10,40,1,25,1,67,44,111
2,20,10,50,1,25,1,71,41,112
2,20,11,0,1,25,1,58,37,95
2,20,11,10,1,25,1,59,41,100
2,20,11,20,1,25,1,55,50,105
2,20,11,30,1,26,1,64,78,142
2,20,11,40,1,26,1,82,236,318
2,20,11,50,1,26,1,76,277,353
2,20,12,0,1,26,1,55,271,326
2,20,12,10,1,26,1,55,158,213
2,20,12,20,1,26,1,54,131,185
2,20,12,30,1,27,1,67,81,148
2,20,12,40,1,27,1,57,64,121
2,20,12,50,1,27,1,65,51,116
2,20,13,0,1,27,1,68,27,95
2,20,13,10,1,27,1,68,30,98
2,20,13,20,1,27,1,95,32,127
2,20,13,30,1,28,1,143,39,182
2,20,13,40,1,28,1,229,31,260
2,20,13,50,1,28,1,269,39,308
2,20,14,0,1,28,1,121,27,148
2,20,14,10,1,28,1,94,35,129
2,20,14,20,1,29,1,104,44,148
2,20,14,30,1,29,1,91,39,130
2,20,14,40,1,29,1,87,48,135
2,20,14,50,1,29,1,77,44,121
2,20,15,0,1,29,1,65,39,104
2,20,15,10,1,30,1,84,46,130
2,20,15,20,1,30,1,82,39,121
2,20,15,30,1,30,1,89,65,154
2,20,15,40,1,30,1,147,173,320
2,20,15,50,1,30,1,141,195,336
2,20,16,0,1,30,1,96,155,251
2,20,16,10,1,30,1,98,121,219
2,20,16,20,1,30,1,71,74,145
2,20,16,30,1,30,1,83,78,161
2,20,16,40,1,31,1,76,60,136
2,20,16,50,1,31,1,78,64,142
2,20,17,0,1,31,1,76,61,137
2,20,17,10,1,31,1,61,57,118
2,20,17,20,1,31,1,82,59,141
2,20,17,30,1,31,1,81,74,155
2,20,17,40,1,31,1,77,252,329
2,20,17,50,1,31,1,108,255,363
2,20,18,0,1,31,1,89,190,279
2,20,18,10,1,31,1,94,143,237
2,20,18,20,1,31,1,92,91,183
2,20,18,30,1,31,1,124,77,201
2,20,18,40,1,31,1,201,71,272
2,20,18,50,1,31,1,181,60,241
2,20,19,0,1,30,1,130,62,192
2,20,19,10,1,30,1,135,64,199
2,20,19,20,1,30,1,86,63,149
2,20,19,30,1,30,1,94,57,151
2,20,19,40,1,30,1,87,52,139
2,20,19,50,1,30,1,94,56,150
2,20,20,0,1,29,1,76,73,149
2,20,20,10,1,29,1,83,58,141
2,20,20,20,1,29,1,73,60,133
2,20,20,30,1,29,1,73,105,178
2,20,20,40,1,29,1,64,191,255
2,20,20,50,1,29,1,52,247,299
2,20,21,0,1,28,1,49,169,218
2,20,21,10,1,28,1,57,146,203
2,20,21,20,1,28,1,27,122,149
2,20,21,30,1,28,1,25,69,94
2,20,21,40,1,28,1,17,79,96
2,20,21,50,1,28,1,19,72,91
2,20,22,0,1,27,1,17,82,99
2,20,22,10,1,27,1,13,79,92
2,20,22,20,1,27,1,15,51,66
2,20,22,30,1,27,1,16,36,52
2,20,22,40,1,27,1,12,19,31
2,20,22,50,1,27,1,10,15,25
2,20,23,0,1,26,1,9,11,20
2,20,23,10,1,26,1,7,12,19
2,20,23,20,1,26,1,6,8,14
2,20,23,30,1,26,1,3,10,13
2,20,23,40,1,26,1,1,10,11
2,20,23,50,1,26,1,2,5,7
2,21,0,0,1,21,1,4,2,6
2,21,0,10,1,21,1,3,2,5
2,21,0,20,1,21,1,4,1,5
2,21,0,30,1,21,1,0,2,2
2,21,0,40,1,21,1,2,2,4
2,21,0,50,1,21,1,1,2,3
2,21,1,0,1,21,1,0,0,0
2,21,1,10,1,21,1,1,2,3
2,21,1,20,1,21,1,0,0,0
2,21,1,30,1,21,1,0,1,1
2,21,1,40,1,21,1,0,1,1
2,21,1,50,1,21,1,1,2,3
2,21,2,0,1,21,1,1,1,2
2,21,2,10,1,21,1,0,2,2
2,21,2,20,1,21,1,0,0,0
2,21,2,30,1,21,1,1,0,1
2,21,2,40,1,21,1,0,0,0
2,21,2,50,1,20,1,1,0,1
2,21,3,0,1,20,1,1,0,1
2,21,3,10,1,20,1,0,0,0
2,21,3,20,1,20,1,1,2,3
2,21,3,30,1,20,1,0,0,0
2,21,3,40,1,20,1,0,0,0
2,21,3,50,1,20,1,0,1,1
2,21,4,0,1,20,1,2,2,4
2,21,4,10,1,20,1,1,0,1
2,21,4,20,1,20,1,0,1,1
2,21,4,30,1,20,1,0,1,1
2,21,4,40,1,21,1,0,1,1
2,21,4,50,1,21,1,2,2,4
2,21,5,0,1,21,1,1,0,1
2,21,5,10,1,21,1,2,1,3
2,21,5,20,1,21,1,0,1,1
2,21,5,30,1,21,1,2,2,4
2,21,5,40,1,21,1,1,0,1
2,21,5,50,1,22,1,4,2,6
2,21,6,0,1,22,1,2,3,5
2,21,6,10,1,22,1,4,1,5
2,21,6,20,1,22,1,5,2,7
2,21,6,30,1,22,1,6,3,9
2,21,6,40,1,22,1,13,2,15
2,21,6,50,1,22,1,35,1,36
2,21,7,0,1,22,1,59,4,63
2,21,7,10,1,23,1,82,1,83
2,21,7,20,1,23,1,96,1,97
2,21,7,30,1,23,1,281,1,282
2,21,7,40,1,23,1,583,5,588
2,21,7,50,1,23,1,579,4,583
2,21,8,0,1,23,1,256,8,264
2,21,8,10,1,23,1,137,11,148
2,21,8,20,1,23,1,91,10,101
2,21,8,30,1,24,1,76,12,88
2,21,8,40,1,24,1,88,15,103
2,21,8,50,1,24,1,75,12,87
2,21,9,0,1,24,1,79,16,95
2,21,9,10,1,24,1,81,17,98
2,21,9,20,1,24,1,161,25,186
2,21,9,30,1,24,1,200,38,238
2,21,9,40,1,24,1,259,122,381
2,21,9,50,1,24,1,184,165,349
2,21,10,0,1,24,1,123,149,272
2,21,10,10,1,25,1,83,105,188
2,21,10,20,1,25,1,78,72,150
2,21,10,30,1,25,1,64,44,108
2,21,10,40,1,25,1,61,46,107
2,21,10,50,1,25,1,61,37,98
2,21,11,0,1,25,1,66,41,107
2,21,11,10,1,25,1,58,38,96
2,21,11,20,1,25,1,60,40,100
2,21,11,30,1,26,1,66,63,129
2,21,11,40,1,26,1,69,204,273
2,21,11,50,1,26,1,63,302,365
2,21,12,0,1,26,1,53,270,323
2,21,12,10,1,26,1,50,187,237
2,21,12,20,1,26,1,57,123,180
2,21,12,30,1,27,1,60,82,142
2,21,12,40,1,27,1,65,60,125
2,21,12,50,1,27,1,53,49,102
2,21,13,0,1,27,1,57,27,84
2,21,13,10,1,27,1,70,37,107
2,21,13,20,1,27,1,83,36,119
2,21,13,30,1,28,1,184,31,215
2,21,13,40,1,28,1,225,37,262
2,21,13,50,1,28,1,224,37,261
2,21,14,0,1,28,1,117,29,146
2,21,14,10,1,28,1,107,40,147
2,21,14,20,1,29,1,102,35,137
2,21,14,30,1,29,1,96,47,143
2,21,14,40,1,29,1,85,38,123
2,21,14,50,1,29,1,72,40,112
2,21,15,0,1,29,1,68,45,113
2,21,15,10,1,30,1,79,43,122
2,21,15,20,1,30,1,83,38,121
2,21,15,30,1,30,1,96,59,155
2,21,15,40,1,30,1,130,167,297
2,21,15,50,1,30,1,162,241,403
2,21,16,0,1,30,1,113,163,276
2,21,16,10,1,30,1,83,131,214
2,21,16,20,1,30,1,69,77,146
2,21,16,30,1,30,1,75,71,146
2,21,16,40,1,31,1,71,51,122
2,21,16,50,1,31,1,74,59,133
2,21,17,0,1,31,1,74,59,133
2,21,17,10,1,31,1,67,62,129
2,21,17,20,1,31,1,82,61,143
2,21,17,30,1,31,1,87,82,169
2,21,17,40,1,31,1,88,254,342
2,21,17,50,1,31,1,103,238,341
2,21,18,0,1,31,1,93,208,301
2,21,18,10,1,31,1,78,122,200
2,21,18,20,1,31,1,95,105,200
2,21,18,30,1,31,1,117,84,201
2,21,18,40,1,31,1,195,68,263
2,21,18,50,1,31,1,186,67,253
2,21,19,0,1,30,1,127,68,195
2,21,19,10,1,30,1,121,56,177
2,21,19,20,1,30,1,102,60,162
2,21,19,30,1,30,1,86,64,150
2,21,19,40,1,30,1,91,64,155
2,21,19,50,1,30,1,86,68,154
2,21,20,0,1,29,1,89,74,163
2,21,20,10,1,29,1,74,66,140
2,21,20,20,1,29,1,85,57,142
2,21,20,30,1,29,1,60,96,156
2,21,20,40,1,29,1,60,206,266
2,21,20,50,1,29,1,48,250,298
2,21,21,0,1,28,1,45,151,196
2,21,21,10,1,28,1,57,136,193
2,21,21,20,1,28,1,28,113,141
2,21,21,30,1,28,1,20,72,92
2,21,21,40,1,28,1,20,71,91
2,21,21,50,1,28,1,16,80,96
2,21,22,0,1,27,1,18,91,109
2,21,22,10,1,27,1,15,75,90
2,21,22,20,1,27,1,17,49,66
2,21,22,30,1,27,1,15,34,49
2,21,22,40,1,27,1,11,23,34
2,21,22,50,1,27,1,11,13,24
2,21,23,0,1,26,1,10,13,23
2,21,23,10,1,26,1,8,12,20
2,21,23,20,1,26,1,5,11,16
2,21,23,30,1,26,1,1,9,10
2,21,23,40,1,26,1,2,11,13
2,21,23,50,1,26,1,0,3,3
2,22,0,0,1,21,1,4,2,6
2,22,0,10,1,21,1,2,2,4
2,22,0,20,1,21,1,3,1,4
2,22,0,30,1,21,1,0,2,2
2,22,0,40,1,21,1,3,0,3
2,22,0,50,1,21,1,1,0,1
2,22,1,0,1,21,1,0,1,1
2,22,1,10,1,21,1,1,1,2
2,22,1,20,1,21,1,2,2,4
2,22,1,30,1,21,1,0,2,2
2,22,1,40,1,21,1,2,1,3
2,22,1,50,1,21,1,0,0,0
2,22,2,0,1,21,1,1,1,2
2,22,2,10,1,21,1,1,1,2
2,22,2,20,1,21,1,0,1,1
2,22,2,30,1,21,1,1,1,2
2,22,2,40,1,21,1,1,2,3
2,22,2,50,1,20,1,2,1,3
2,22,3,0,1,20,1,2,1,3
2,22,3,10,1,20,1,1,1,2
2,22,3,20,1,20,1,2,2,4
2,22,3,30,1,20,1,1,2,3
2,22,3,40,1,20,1,2,0,2
2,22,3,50,1,20,1,2,1,3
2,22,4,0,1,20,1,2,0,2
2,22,4,10,1,20,1,1,0,1
2,22,4,20,1,20,1,2,1,3
2,22,4,30,1,20,1,2,1,3
2,22,4,40,1,21,1,1,1,2
2,22,4,50,1,21,1,0,0,0
2,22,5,0,1,21,1,2,1,3
2,22,5,10,1,21,1,0,1,1
2,22,5,20,1,21,1,0,1,1
2,22,5,30,1,21,1,2,2,4
2,22,5,40,1,21,1,2,1,3
2,22,5,50,1,22,1,4,1,5
2,22,6,0,1,22,1,4,2,6
2,22,6,10,1,22,1,3,3,6
2,22,6,20,1,22,1,7,1,8
2,22,6,30,1,22,1,6,3,9
2,22,6,40,1,22,1,11,2,13
2,22,6,50,1,22,1,41,2,43
2,22,7,0,1,22,1,61,3,64
2,22,7,10,1,23,1,89,1,90
2,22,7,20,1,23,1,96,3,99
2,22,7,30,1,23,1,338,1,339
2,22,7,40,1,23,1,561,4,565
2,22,7,50,1,23,1,533,6,539
2,22,8,0,1,23,1,328,5,333
2,22,8,10,1,23,1,148,8,156
2,22,8,20,1,23,1,101,9,110
2,22,8,30,1,24,1,79,13,92
2,22,8,40,1,24,1,77,16,93
2,22,8,50,1,24,1,66,14,80
2,22,9,0,1,24,1,75,16,91
2,22,9,10,1,24,1,88,19,107
2,22,9,20,1,24,1,137,32,169
2,22,9,30,1,24,1,199,37,236
2,22,9,40,1,24,1,248,145,393
2,22,9,50,1,24,1,191,185,376
2,22,10,0,1,24,1,140,136,276
2,22,10,10,1,25,1,81,101,182
2,22,10,20,1,25,1,75,71,146
2,22,10,30,1,25,1,66,44,110
2,22,10,40,1,25,1,64,49,113
2,22,10,50,1,25,1,60,36,96
2,22,11,0,1,25,1,65,36,101
2,22,11,10,1,25,1,69,40,109
2,22,11,20,1,25,1,57,51,108
2,22,11,30,1,26,1,69,63,132
2,22,11,40,1,26,1,77,216,293
2,22,11,50,1,26,1,74,263,337
2,22,12,0,1,26,1,55,260,315
2,22,12,10,1,26,1,58,178,236
2,22,12,20,1,26,1,65,111,176
2,22,12,30,1,27,1,57,85,142
2,22,12,40,1,27,1,59,64,123
2,22,12,50,1,27,1,52,46,98
2,22,13,0,1,27,1,65,30,95
2,22,13,10,1,27,1,70,29,99
2,22,13,20,1,27,1,76,30,106
2,22,13,30,1,28,1,164,36,200
2,22,13,40,1,28,1,236,32,268
2,22,13,50,1,28,1,272,42,314
2,22,14,0,1,28,1,132,29,161
2,22,14,10,1,28,1,114,44,158
2,22,14,20,1,29,1,97,38,135
2,22,14,30,1,29,1,84,44,128
2,22,14,40,1,29,1,85,47,132
